Date,Neg_Count,Pos_Count,favorites,Count,growthgap,job_change,negcount1day,poscount1day,favcount1day,econcount1day,change1day
2017-03-09,55,65,708,11,0.6,197.0,68.0,61.0,905.0,10.0,-0.0032864245386365603
2017-03-10,58,71,814,15,0.6,183.0,55.0,65.0,708.0,11.0,0.0006759611322350022
2017-03-13,53,93,1054,16,0.6,183.0,58.0,71.0,814.0,15.0,-0.001176618901542216
2017-03-14,42,54,1746,19,0.6,183.0,53.0,93.0,1054.0,16.0,0.0007995959936032223
2017-03-15,157,146,1354,41,0.6,183.0,42.0,54.0,1746.0,19.0,-0.0011805379880259765
2017-03-16,65,115,678,33,0.6,183.0,157.0,146.0,1354.0,41.0,0.005851153392827018
2017-03-17,36,61,597,5,0.6,183.0,65.0,115.0,678.0,33.0,-0.002634770607670209
2017-03-20,70,87,702,15,0.6,183.0,36.0,61.0,597.0,5.0,-0.003028391167192424
2017-03-21,182,130,849,55,0.6,183.0,70.0,87.0,702.0,15.0,-0.001096907564443281
2017-03-22,39,40,1121,16,0.6,183.0,182.0,130.0,849.0,55.0,-0.0157493578136186
2017-03-23,31,35,1849,11,0.6,183.0,39.0,40.0,1121.0,16.0,0.002181631518158835
2017-03-24,18,46,568,13,0.6,183.0,31.0,35.0,1849.0,11.0,-0.0010670991975414038
2017-03-27,21,30,1067,9,0.6,183.0,18.0,46.0,568.0,13.0,-0.002218619336120752
2017-03-28,135,152,1311,71,0.6,183.0,21.0,30.0,1067.0,9.0,0.0072866813262622235
2017-03-29,48,60,1550,13,0.6,183.0,135.0,152.0,1311.0,71.0,0.008788099627041551
2017-03-30,58,68,1383,14,0.4,183.0,48.0,60.0,1550.0,13.0,0.002340525128728809
2017-03-31,35,47,1629,4,0.4,183.0,58.0,68.0,1383.0,14.0,0.0034823969083110085
2017-04-03,43,38,750,12,0.4,183.0,35.0,47.0,1629.0,4.0,-0.0006782534972445808
2017-04-04,34,60,1898,11,0.4,183.0,43.0,38.0,750.0,12.0,-0.0019932145886344312
2017-04-05,71,99,1588,14,0.4,183.0,34.0,60.0,1898.0,11.0,0.0020425531914893182
2017-04-06,55,92,837,5,0.4,183.0,71.0,99.0,1588.0,14.0,-0.006264285109624946
2017-04-07,62,57,1101,15,0.4,139.0,55.0,92.0,837.0,5.0,0.0021282029454328766
2017-04-10,44,31,517,2,0.4,139.0,62.0,57.0,1101.0,15.0,0.00021263023601948944
2017-04-11,58,46,3570,16,0.4,139.0,44.0,31.0,517.0,2.0,-8.497620666217806e-05
2017-04-12,68,121,1125,18,0.4,139.0,58.0,46.0,3570.0,16.0,0.000681140911025954
2017-04-13,22,18,873,2,0.4,139.0,68.0,121.0,1125.0,18.0,-0.0030246229871347357
2017-04-17,15,30,696,9,0.4,139.0,22.0,18.0,873.0,2.0,-0.004836500599212444
2017-04-18,20,34,1398,9,0.4,139.0,15.0,30.0,696.0,9.0,0.006263137574535539
2017-04-19,50,49,917,15,0.4,139.0,20.0,34.0,1398.0,9.0,0.0006417935991785285
2017-04-20,40,42,2228,10,0.4,139.0,50.0,49.0,917.0,15.0,-0.004605150946614414
2017-04-21,21,23,518,12,0.4,139.0,40.0,42.0,2228.0,10.0,0.00508221225710014
2017-04-24,38,43,569,13,0.4,139.0,21.0,23.0,518.0,12.0,-0.0028055260361317604
2017-04-25,29,56,610,40,0.4,139.0,38.0,43.0,569.0,13.0,-4.2162071001009055e-05
2017-04-26,39,53,533,11,0.4,139.0,29.0,56.0,610.0,40.0,0.0026900928922702484
2017-04-27,33,50,1145,9,0.4,139.0,39.0,53.0,533.0,11.0,-0.00046119659553052375
2017-04-28,24,27,650,9,1.6,139.0,33.0,50.0,1145.0,9.0,-0.0007119822423253168
2017-05-01,24,40,1052,6,1.6,139.0,24.0,27.0,650.0,9.0,-0.003432398493093316
2017-05-02,27,38,2458,4,1.6,139.0,24.0,40.0,1052.0,6.0,0.0
2017-05-03,118,116,589,28,1.6,139.0,27.0,38.0,2458.0,4.0,-0.00029308323563889286
2017-05-04,53,53,2375,11,1.6,139.0,118.0,116.0,589.0,28.0,-0.0012145579427902185
2017-05-05,20,32,955,10,1.6,220.0,53.0,53.0,2375.0,11.0,-0.000293095507264672
2017-05-08,93,80,398,21,1.6,220.0,20.0,32.0,955.0,10.0,0.00213219616204687
2017-05-09,82,90,1067,16,1.6,220.0,93.0,80.0,398.0,21.0,-0.0003753910323253531
2017-05-10,84,99,1876,8,1.6,220.0,82.0,90.0,1067.0,16.0,-0.002167027837973038
2017-05-11,32,67,399,8,1.6,220.0,84.0,99.0,1876.0,8.0,0.0020050962863946624
2017-05-12,53,58,564,17,1.6,220.0,32.0,67.0,399.0,8.0,0.0001253394610403223
2017-05-15,19,42,734,7,1.6,220.0,53.0,58.0,564.0,17.0,-0.0004600777949726615
2017-05-16,57,79,1041,9,1.6,220.0,19.0,42.0,734.0,7.0,0.003465987388817023
2017-05-17,38,60,1488,11,1.6,220.0,57.0,79.0,1041.0,9.0,-0.00232712765957436
2017-05-18,46,67,680,15,1.6,220.0,38.0,60.0,1488.0,11.0,-0.017744085304898446
2017-05-19,107,101,1596,35,1.6,220.0,46.0,67.0,680.0,15.0,0.004411827090315278
2017-05-22,37,41,653,6,1.6,220.0,107.0,101.0,1596.0,35.0,0.0041292714785319574
2017-05-23,33,49,726,10,1.6,220.0,37.0,41.0,653.0,6.0,0.002595228128924255
2017-05-24,22,34,972,6,1.6,220.0,33.0,49.0,726.0,10.0,0.0004167534903105761
2017-05-25,35,77,1283,14,1.6,220.0,22.0,34.0,972.0,6.0,0.0012067243675100716
2017-05-26,27,25,578,5,1.1,220.0,35.0,77.0,1283.0,14.0,0.002321724709784421
2017-05-30,10,8,1263,3,1.1,220.0,27.0,25.0,578.0,5.0,0.0007038171731390905
2017-05-31,43,38,1679,16,1.1,220.0,10.0,8.0,1263.0,3.0,0.0006629651114609952
2017-06-01,24,56,617,6,1.1,220.0,43.0,38.0,1679.0,16.0,-0.0016539861065167287
2017-06-02,19,29,603,5,1.1,141.0,24.0,56.0,617.0,6.0,0.005744513782700396
2017-06-05,38,50,826,12,1.1,141.0,19.0,29.0,603.0,5.0,0.0030810944047325608
2017-06-06,129,86,827,35,1.1,141.0,38.0,50.0,826.0,12.0,8.197729229007759e-05
2017-06-07,37,42,553,12,1.1,141.0,129.0,86.0,827.0,35.0,-0.0005342319388509717
2017-06-08,35,46,941,12,1.1,141.0,37.0,42.0,553.0,12.0,0.0002463054187192212
2017-06-09,90,83,2122,28,1.1,141.0,35.0,46.0,941.0,12.0,4.102227509533948e-05
2017-06-12,26,63,595,7,1.1,141.0,90.0,83.0,2122.0,28.0,-0.0027858576754476085
2017-06-13,43,41,2718,8,1.1,141.0,26.0,63.0,595.0,7.0,0.0009459959692346408
2017-06-14,20,23,1043,4,1.1,141.0,43.0,41.0,2718.0,8.0,0.0023362570702517484
2017-06-15,66,52,1287,8,1.1,141.0,20.0,23.0,1043.0,4.0,-0.0025320591358327393
2017-06-16,31,51,14026,18,1.1,141.0,66.0,52.0,1287.0,8.0,0.0044915114554145525
2017-06-19,22,26,793,9,1.1,141.0,31.0,51.0,14026.0,18.0,-0.0005354862627178972
2017-06-20,35,56,3345,8,1.1,141.0,22.0,26.0,793.0,9.0,0.004392626955129493
2017-06-21,44,57,1201,12,1.1,141.0,35.0,56.0,3345.0,8.0,-0.005076765609007203
2017-06-22,58,84,1024,14,1.1,141.0,44.0,57.0,1201.0,12.0,-0.002094799967140472
2017-06-23,66,53,988,16,1.1,141.0,58.0,84.0,1024.0,14.0,-0.0004939084622983394
2017-06-26,54,84,874,11,1.1,141.0,66.0,53.0,988.0,16.0,0.0009056852332139428
2017-06-27,33,51,1230,16,1.1,141.0,54.0,84.0,874.0,11.0,-0.0025010250102501584
2017-06-28,43,46,1792,13,1.1,141.0,33.0,51.0,1230.0,16.0,-0.007035878867676018
2017-06-29,62,48,3413,13,0.9,141.0,43.0,46.0,1792.0,13.0,0.0040824742268041605
2017-06-30,43,54,1716,8,0.9,141.0,62.0,48.0,3413.0,13.0,-0.009480423540999764
2017-07-03,10,16,1089,4,0.9,141.0,43.0,54.0,1716.0,8.0,-0.001981178801386783
2017-07-05,34,35,750,10,0.9,141.0,10.0,16.0,1089.0,4.0,-0.0027585638998681964
2017-07-06,22,13,1318,6,0.9,141.0,34.0,35.0,750.0,10.0,0.0005770102625397304
2017-07-07,18,32,750,4,0.9,211.0,22.0,13.0,1318.0,6.0,-0.00553970813179534
2017-07-10,39,46,669,4,0.9,211.0,18.0,32.0,750.0,4.0,0.0037311885908544655
2017-07-11,40,33,576,10,0.9,211.0,39.0,46.0,669.0,4.0,0.001735895846249291
2017-07-12,24,42,1066,10,0.9,211.0,40.0,33.0,576.0,10.0,0.0001238850346878144
2017-07-13,72,101,2233,29,0.9,211.0,24.0,42.0,1066.0,10.0,0.0029182079736949427
2017-07-14,50,90,737,10,0.9,211.0,72.0,101.0,2233.0,29.0,0.0016392099008277078
2017-07-17,24,34,543,8,0.9,211.0,50.0,90.0,737.0,10.0,0.0046230004500265745
2017-07-18,48,49,2081,13,0.9,211.0,24.0,34.0,543.0,8.0,0.0002444290544669502
2017-07-19,16,29,663,4,0.9,211.0,48.0,49.0,2081.0,13.0,0.0024483799885742035
2017-07-20,40,54,1045,11,0.9,211.0,16.0,29.0,663.0,4.0,0.0039427688805788105
2017-07-21,63,87,584,4,0.9,211.0,40.0,54.0,1045.0,11.0,-0.0007279197670657021
2017-07-24,14,35,1044,4,0.9,211.0,63.0,87.0,584.0,4.0,0.0017854244440837434
2017-07-25,43,74,1914,20,0.9,211.0,14.0,35.0,1044.0,4.0,0.0001215608412010257
2017-07-26,77,126,1173,15,0.9,211.0,43.0,74.0,1914.0,20.0,-0.0010497416020672614
2017-07-27,41,75,2158,8,0.9,211.0,77.0,126.0,1173.0,15.0,-0.0012916246215943215
2017-07-28,40,58,2745,8,-0.9,211.0,41.0,75.0,2158.0,8.0,-0.003065010485562265
2017-07-31,50,43,895,10,-0.9,211.0,40.0,58.0,2745.0,8.0,0.0010541252787350127
2017-08-01,29,40,949,4,-0.9,211.0,50.0,43.0,895.0,10.0,-0.0024255164328738092
2017-08-02,58,71,2059,17,-0.9,211.0,29.0,40.0,949.0,4.0,-0.0005657479996767753
2017-08-03,52,100,1699,12,-0.9,211.0,58.0,71.0,2059.0,17.0,-0.00012122681537156479
2017-08-04,48,65,1046,12,-0.9,228.0,52.0,100.0,1699.0,12.0,-0.001415227851684098
2017-08-07,29,41,519,4,-0.9,228.0,48.0,65.0,1046.0,12.0,-0.00044440853264388183
2017-08-08,50,55,1072,17,-0.9,228.0,29.0,41.0,519.0,4.0,0.001535415572346339
2017-08-09,39,41,739,9,-0.9,228.0,50.0,55.0,1072.0,17.0,-0.0010100601995878954
2017-08-10,61,50,2200,15,-0.9,228.0,39.0,41.0,739.0,9.0,0.003164685357244294
2017-08-11,48,70,1026,16,-0.9,228.0,61.0,50.0,2200.0,15.0,-0.010272443054935243
2017-08-14,26,48,1147,9,-0.9,228.0,48.0,70.0,1026.0,16.0,0.0004098024752069269
2017-08-15,36,46,936,14,-0.9,228.0,26.0,48.0,1147.0,9.0,0.00386823567734838
2017-08-16,32,59,796,9,-0.9,228.0,36.0,46.0,936.0,14.0,-0.0019029880962021172
2017-08-17,77,78,4360,6,-0.9,228.0,32.0,59.0,796.0,9.0,-0.0006879527336004853
2017-08-18,32,23,546,6,-0.9,228.0,77.0,78.0,4360.0,6.0,-0.012792397660818735
2017-08-21,8,24,592,6,-0.9,228.0,32.0,23.0,546.0,6.0,-0.0007822149032523577
2017-08-22,49,61,1559,15,-0.9,228.0,8.0,24.0,592.0,6.0,0.0010715463237719227
2017-08-23,29,66,641,8,-0.9,228.0,49.0,61.0,1559.0,15.0,0.00767746438395535
2017-08-24,46,45,708,12,-0.9,228.0,29.0,66.0,641.0,8.0,0.000941349813776408
2017-08-25,43,55,539,20,-0.9,228.0,46.0,45.0,708.0,12.0,-0.0041224489795918
2017-08-28,13,11,643,3,-0.9,228.0,43.0,55.0,539.0,20.0,-0.0013883217639853141
2017-08-29,24,19,737,5,-0.9,228.0,13.0,11.0,643.0,3.0,-0.0024472814781579893
2017-08-30,29,35,572,6,-1.3,228.0,24.0,19.0,737.0,5.0,0.007364436764584844
2017-08-31,9,33,465,6,-1.3,228.0,29.0,35.0,572.0,6.0,0.004819670791978019
2017-09-01,13,36,761,10,-1.3,190.0,9.0,33.0,465.0,6.0,0.003120946822308732
2017-09-05,36,44,3767,18,-1.3,190.0,13.0,36.0,761.0,10.0,-0.00032268473701187514
2017-09-06,26,23,524,7,-1.3,190.0,36.0,44.0,3767.0,18.0,-0.004853190973064745
2017-09-07,22,24,975,4,-1.3,190.0,26.0,23.0,524.0,7.0,0.00024307243558581378
2017-09-08,24,34,725,3,-1.3,190.0,22.0,24.0,975.0,4.0,-0.0015369059656218222
2017-09-11,15,35,1016,4,-1.3,190.0,24.0,34.0,725.0,3.0,0.00016224547740740028
2017-09-12,32,34,725,5,-1.3,190.0,15.0,35.0,1016.0,4.0,0.004716981132075536
2017-09-13,70,47,702,16,-1.3,190.0,32.0,34.0,725.0,5.0,0.0016824900853263467
2017-09-14,70,81,881,45,-1.3,190.0,70.0,47.0,702.0,16.0,0.0018020182604516605
2017-09-15,44,55,2122,8,-1.3,190.0,70.0,81.0,881.0,45.0,0.0011609287429943634
2017-09-18,33,47,1001,4,-1.3,190.0,44.0,55.0,2122.0,8.0,0.00201053520447143
2017-09-19,50,56,1260,10,-1.3,190.0,33.0,47.0,1001.0,4.0,0.0004406874724569737
2017-09-20,23,24,1162,3,-1.3,190.0,50.0,56.0,1260.0,10.0,-0.00012000000000000454
2017-09-21,31,16,884,3,-1.3,190.0,23.0,24.0,1162.0,3.0,-3.99888031350858e-05
2017-09-22,58,99,607,22,-1.3,190.0,31.0,16.0,884.0,3.0,-0.0019609412518009008
2017-09-25,24,31,787,10,-1.3,190.0,58.0,99.0,607.0,22.0,0.0015659506123267873
2017-09-26,45,36,1529,7,-1.3,190.0,24.0,31.0,787.0,10.0,-0.0008830022075055142
2017-09-27,113,119,1186,63,-1.3,190.0,45.0,36.0,1529.0,7.0,-0.0013631625370859393
2017-09-28,80,101,2761,53,-1.4,190.0,113.0,119.0,1186.0,63.0,0.0006803265567473023
2017-09-29,20,35,774,3,-1.4,190.0,80.0,101.0,2761.0,53.0,0.0024826812957994817
2017-10-02,29,46,1261,15,-1.4,190.0,20.0,35.0,774.0,3.0,0.0035551649756330843
2017-10-03,32,38,4502,3,-1.4,190.0,29.0,46.0,1261.0,15.0,0.003300330033003237
2017-10-04,45,37,834,7,-1.4,190.0,32.0,38.0,4502.0,3.0,0.002140139505390062
2017-10-05,34,40,924,2,-1.4,190.0,45.0,37.0,834.0,7.0,0.0018599865447781825
2017-10-06,120,96,868,46,-1.4,42.0,34.0,40.0,924.0,2.0,0.004417448923246843
2017-10-09,22,34,836,2,-1.4,42.0,120.0,96.0,868.0,46.0,0.0008656305331497103
2017-10-10,37,50,2488,10,-1.4,42.0,22.0,34.0,836.0,2.0,-0.00267054157012138
2017-10-11,68,54,1972,15,-1.4,42.0,37.0,50.0,2488.0,10.0,7.855459544387366e-05
2017-10-12,54,65,1858,8,-1.4,42.0,68.0,54.0,1972.0,15.0,0.0020038505363247786
2017-10-13,42,59,1199,9,-1.4,42.0,54.0,65.0,1858.0,8.0,-7.85360873321693e-05
2017-10-16,116,113,1380,47,-1.4,42.0,42.0,59.0,1199.0,9.0,-0.0007446891902484821
2017-10-17,23,40,1084,4,-1.4,42.0,116.0,113.0,1380.0,47.0,0.0003134673406213866
2017-10-18,22,52,1446,10,-1.4,42.0,23.0,40.0,1084.0,4.0,0.0009403283313090512
2017-10-19,37,59,1164,6,-1.4,42.0,22.0,52.0,1446.0,10.0,-0.0007033997655334381
2017-10-20,39,56,1782,8,-1.4,42.0,37.0,59.0,1164.0,6.0,0.0037672173605932564
2017-10-23,33,37,1010,7,-1.4,42.0,39.0,56.0,1782.0,8.0,0.001597195169458609
2017-10-24,55,62,2110,11,-1.4,42.0,33.0,37.0,1010.0,7.0,-0.005320801615659486
2017-10-25,53,46,1398,6,-1.4,42.0,55.0,62.0,2110.0,11.0,-0.00015588464536251155
2017-10-26,75,68,1699,18,-1.4,42.0,53.0,46.0,1398.0,6.0,-0.003474119759544128
2017-10-27,42,57,3347,6,-0.1,42.0,75.0,68.0,1699.0,18.0,-0.001445368959725007
2017-10-30,28,29,524,4,-0.1,42.0,42.0,57.0,3347.0,6.0,0.004834873474480261
2017-10-31,28,57,1555,15,-0.1,42.0,28.0,29.0,524.0,4.0,0.0010917456232696716
2017-11-01,37,63,4192,10,-0.1,42.0,28.0,57.0,1555.0,15.0,-0.00011664981724873457
2017-11-02,106,108,2244,24,-0.1,42.0,37.0,63.0,4192.0,10.0,-0.0021314524879864024
2017-11-03,46,66,898,15,-0.1,249.0,106.0,108.0,2244.0,24.0,0.0006992735324966006
2017-11-06,18,33,683,3,-0.1,249.0,46.0,66.0,898.0,15.0,0.002638010629631093
2017-11-07,32,54,965,10,-0.1,249.0,18.0,33.0,683.0,3.0,0.002129307007355832
2017-11-08,22,38,902,3,-0.1,249.0,32.0,54.0,965.0,10.0,-0.001158435340000816
2017-11-09,39,49,877,6,-0.1,249.0,22.0,38.0,902.0,3.0,0.002476109413084637
2017-11-10,21,31,1216,4,-0.1,249.0,39.0,49.0,877.0,6.0,0.0017072129748185994
2017-11-13,37,45,907,7,-0.1,249.0,21.0,31.0,1216.0,4.0,0.0013968106157605119
2017-11-14,27,33,1087,6,-0.1,249.0,37.0,45.0,907.0,7.0,0.00396409000816129
2017-11-15,49,39,1260,13,-0.1,249.0,27.0,33.0,1087.0,6.0,0.0012431529466609425
2017-11-16,37,40,1184,9,-0.1,249.0,49.0,39.0,1260.0,13.0,-0.0007014262333411535
2017-11-17,30,43,1289,8,-0.1,249.0,37.0,40.0,1184.0,9.0,0.004271512892202636
2017-11-20,43,52,1026,6,-0.1,249.0,30.0,43.0,1289.0,8.0,-0.0013941600185888527
2017-11-21,16,29,1018,2,-0.1,249.0,43.0,52.0,1026.0,6.0,0.0006198187030294609
2017-11-22,44,67,1331,6,-0.1,249.0,16.0,29.0,1018.0,2.0,0.0031252411451500976
2017-11-24,17,19,404,2,-0.1,249.0,44.0,67.0,1331.0,6.0,-0.000923076923076958
2017-11-27,32,42,947,3,-0.1,249.0,17.0,19.0,404.0,2.0,0.00015365703749239574
2017-11-28,20,16,970,3,-0.1,249.0,32.0,42.0,947.0,3.0,-0.0006912176951730227
2017-11-29,33,49,2255,17,-0.4,249.0,20.0,16.0,970.0,3.0,0.008091731860714886
2017-11-30,33,31,1221,13,-0.4,249.0,33.0,49.0,2255.0,17.0,-0.0011786175956201134
2017-12-01,40,36,1939,11,-0.4,249.0,33.0,31.0,1221.0,13.0,0.0047391568092205036
2017-12-04,57,61,1524,22,-0.4,249.0,40.0,36.0,1939.0,11.0,-0.001133101676990525
2017-12-05,38,47,2852,8,-0.4,249.0,57.0,61.0,1524.0,22.0,-0.008148398482971034
2017-12-06,18,21,442,7,-0.4,249.0,38.0,47.0,2852.0,8.0,0.0
2017-12-07,78,80,1209,34,-0.4,249.0,18.0,21.0,442.0,7.0,-0.00022787694644892621
2017-12-08,24,32,725,7,-0.4,196.0,78.0,80.0,1209.0,34.0,0.0
2017-12-11,3,12,585,3,-0.4,196.0,24.0,32.0,725.0,7.0,0.001319957761351508
2017-12-12,38,44,1290,8,-0.4,196.0,3.0,12.0,585.0,3.0,0.0
2017-12-13,54,41,351,10,-0.4,196.0,38.0,44.0,1290.0,8.0,-0.0016092212117810216
2017-12-14,22,26,347,10,-0.4,196.0,54.0,41.0,351.0,10.0,-0.0011607878379390484
2017-12-15,19,33,139,6,-0.4,196.0,22.0,26.0,347.0,10.0,-0.0053540005241676965
2017-12-18,28,53,925,8,-0.4,196.0,19.0,33.0,139.0,6.0,0.003993219061970248
2017-12-19,18,31,1174,4,-0.4,196.0,28.0,53.0,925.0,8.0,0.00037299515106290886
2017-12-20,21,42,2494,14,-0.4,196.0,18.0,31.0,1174.0,4.0,-0.004879320619785467
2017-12-21,29,65,10449,15,-0.3,196.0,21.0,42.0,2494.0,14.0,-0.004622208968576468
2017-12-22,29,44,1817,8,-0.3,196.0,29.0,65.0,10449.0,15.0,-0.0005975946814074289
2017-12-26,12,36,1038,7,-0.3,196.0,29.0,44.0,1817.0,8.0,-0.00033632286995527585
2017-12-27,10,23,473,6,-0.3,196.0,12.0,36.0,1038.0,7.0,0.0005242463958059779
2017-12-28,23,28,468,12,-0.3,196.0,10.0,23.0,473.0,6.0,-0.00022439973072033165
2017-12-29,29,29,1022,15,-0.3,196.0,23.0,28.0,468.0,12.0,-7.465750867886749e-05
2018-01-02,24,53,1860,14,-0.3,196.0,29.0,29.0,1022.0,15.0,-0.006219044427065726
2018-01-03,37,54,987,2,-0.3,196.0,24.0,53.0,1860.0,14.0,0.003472222222222248
2018-01-04,36,33,910,14,-0.3,196.0,37.0,54.0,987.0,2.0,0.005614217727543307
2018-01-05,34,64,666,6,-0.3,179.0,36.0,33.0,910.0,14.0,0.0015117994100295909
2018-01-08,21,30,908,7,-0.3,179.0,34.0,64.0,666.0,6.0,0.003339326997174508
2018-01-09,48,35,700,5,-0.3,179.0,21.0,30.0,908.0,7.0,0.0022318978449380323
2018-01-10,24,35,1124,7,-0.3,179.0,48.0,35.0,700.0,5.0,0.0005102040816328105
2018-01-11,32,58,1170,13,-0.3,179.0,24.0,35.0,1124.0,7.0,0.0016077170418006348
2018-01-12,48,78,1040,22,-0.3,179.0,32.0,58.0,1170.0,13.0,0.004986351228389462
2018-01-16,22,26,1310,6,-0.3,179.0,48.0,78.0,1040.0,22.0,0.005426524853483829
2018-01-17,17,37,904,5,-0.3,179.0,22.0,26.0,1310.0,6.0,-0.00851977805620188
2018-01-18,31,29,829,18,-0.3,179.0,17.0,37.0,904.0,5.0,0.00568283998129713
2018-01-19,21,10,930,2,-0.3,179.0,31.0,29.0,829.0,18.0,-0.001216545012165564
2018-01-22,34,37,3468,13,-0.3,179.0,21.0,10.0,930.0,2.0,0.0021801286633309994
2018-01-23,33,51,724,18,-0.3,179.0,34.0,37.0,3468.0,13.0,0.008994539029874654
2018-01-24,48,80,1324,12,-0.3,179.0,33.0,51.0,724.0,18.0,0.0019452500530523144
2018-01-25,28,35,1552,12,-0.3,179.0,48.0,80.0,1324.0,12.0,-0.002957538201535015
2018-01-26,44,65,1179,14,1.3,179.0,28.0,35.0,1552.0,12.0,-0.003026463963964011
2018-01-29,39,48,3194,21,1.3,179.0,44.0,65.0,1179.0,14.0,0.008197009674582178
2018-01-30,41,64,3199,22,1.3,179.0,39.0,48.0,3194.0,21.0,-0.004371699366977931
2018-01-31,57,99,2799,23,1.3,179.0,41.0,64.0,3199.0,22.0,-0.0029723991507432123
2018-02-01,62,88,3444,21,1.3,179.0,57.0,99.0,2799.0,23.0,-0.002935663000035514
2018-02-02,73,60,5592,21,1.3,81.0,62.0,88.0,3444.0,21.0,0.0018144946098836265
2018-02-05,129,115,14476,29,1.3,81.0,73.0,60.0,5592.0,21.0,-0.016530991145387017
2018-02-06,190,193,5648,78,1.3,81.0,129.0,115.0,14476.0,29.0,-0.03481440848418352
2018-02-07,57,81,2866,9,1.3,81.0,190.0,193.0,5648.0,78.0,0.035354312533661614
2018-02-08,153,97,6039,46,1.3,81.0,57.0,81.0,2866.0,9.0,-0.0030912476722532
2018-02-09,100,87,4121,34,1.3,81.0,153.0,97.0,6039.0,46.0,-0.03872989813812916
2018-02-12,31,32,3200,17,1.3,81.0,100.0,87.0,4121.0,34.0,0.002684049079754557
2018-02-13,48,66,1448,11,1.3,81.0,31.0,32.0,3200.0,17.0,0.005723382481143126
2018-02-14,36,61,2157,8,1.3,81.0,48.0,66.0,1448.0,11.0,0.00769026783346582
2018-02-15,53,76,2025,19,1.3,81.0,36.0,61.0,2157.0,8.0,0.019976542696076474
2018-02-16,41,47,1871,9,1.3,81.0,53.0,76.0,2025.0,19.0,0.005376146113340868
2018-02-20,24,25,1630,9,1.3,81.0,41.0,47.0,1871.0,9.0,0.002900998824911944
2018-02-21,18,24,3204,6,1.3,81.0,24.0,25.0,1630.0,9.0,-0.002315921038120779
2018-02-22,33,51,1899,12,1.3,81.0,18.0,24.0,3204.0,6.0,-0.006803972048547135
2018-02-23,55,50,1428,19,1.3,81.0,33.0,51.0,1899.0,12.0,-0.0025820730357803225
2018-02-26,36,64,6529,12,1.3,81.0,55.0,50.0,1428.0,19.0,0.010743588800176456
2018-02-27,66,71,1163,17,1.3,81.0,36.0,64.0,6529.0,12.0,0.007139491900119487
2018-02-28,26,46,1563,13,1.4,81.0,66.0,71.0,1163.0,17.0,-0.013232174319513885
2018-03-01,49,61,2501,15,1.4,81.0,26.0,46.0,1563.0,13.0,-0.01461839814277434
2018-03-02,95,75,2927,29,1.4,81.0,49.0,61.0,2501.0,15.0,-0.013669356324380221
2018-03-05,59,73,2989,16,1.4,81.0,95.0,75.0,2927.0,29.0,0.012340105342362576
2018-03-06,45,53,1709,16,1.4,81.0,59.0,73.0,2989.0,16.0,0.016658573936428413
2018-03-07,47,47,2143,24,1.4,81.0,45.0,53.0,1709.0,16.0,-0.0015367727771680056
2018-03-08,45,81,1046,18,1.4,81.0,47.0,47.0,2143.0,24.0,0.008727165150506458
2018-03-09,82,83,2947,15,1.4,378.0,45.0,81.0,1046.0,18.0,0.0020106013525864057
2018-03-12,67,69,5983,36,1.4,378.0,82.0,83.0,2947.0,15.0,0.011498005077983374
2018-03-13,29,29,1955,10,1.4,378.0,67.0,69.0,5983.0,36.0,-0.0024355300859599093
2018-03-14,48,62,1568,7,1.4,378.0,29.0,29.0,1955.0,10.0,-0.01114922813036002
2018-03-15,58,53,5033,16,1.4,378.0,48.0,62.0,1568.0,7.0,-0.00903495194557428
2018-03-16,62,52,1554,15,1.4,378.0,58.0,53.0,5033.0,16.0,-0.003189792663476857
2018-03-19,22,12,2400,6,1.4,378.0,62.0,52.0,1554.0,15.0,-0.0010928961748634294
2018-03-20,50,49,2447,6,1.4,378.0,22.0,12.0,2400.0,6.0,-0.010462776659959807
2018-03-21,82,72,3126,16,1.4,378.0,50.0,49.0,2447.0,6.0,3.690854063626967e-05
2018-03-22,88,68,2582,33,1.4,378.0,82.0,72.0,3126.0,16.0,-0.0017349575489109285
2018-03-23,86,74,3210,22,1.4,378.0,88.0,68.0,2582.0,33.0,-0.015826210294501916
2018-03-26,34,49,1845,10,1.4,378.0,86.0,74.0,3210.0,22.0,-0.023166900102206928
2018-03-27,68,70,3207,28,1.4,378.0,34.0,49.0,1845.0,10.0,0.01136840498989058
2018-03-28,51,60,3893,20,1.0,378.0,68.0,70.0,3207.0,28.0,-0.02092647556073184
2018-03-29,87,91,9496,12,1.0,378.0,51.0,60.0,3893.0,20.0,-0.0035282837967402342
2018-04-02,78,56,2787,22,1.0,378.0,87.0,91.0,9496.0,12.0,0.007774203431372443
2018-04-03,79,95,3444,32,1.0,378.0,78.0,56.0,2787.0,22.0,-0.01934869548657393
2018-04-04,69,96,2318,21,1.0,378.0,79.0,95.0,3444.0,32.0,0.00733959130065275
2018-04-05,86,85,1226,28,1.0,378.0,69.0,96.0,2318.0,21.0,0.026523855890944508
2018-04-06,93,98,3491,37,1.0,195.0,86.0,85.0,1226.0,28.0,0.00033891922425145917
2018-04-09,64,74,6779,19,1.0,195.0,93.0,98.0,3491.0,37.0,-0.014046010173866785
2018-04-10,86,91,3696,21,1.0,195.0,64.0,74.0,6779.0,19.0,-0.0014156177066993324
2018-04-11,69,79,2185,34,1.0,195.0,86.0,91.0,3696.0,21.0,0.0033299277254323057
